,                                                                                          동진쎄미켐,                                                                                                천보,                                                                                            펄어비스,                                                                                            에코프로,                                                                                        상아프론테크,                                                                                            오스코텍,                                                                                      하나머티리얼즈,                                                                                              KH바텍,                                                                                            에스티팜,                                                                                            솔브레인,                                                                                            LX세미콘,                                                                                            이엔드디,                                                                                              이녹스,                                                                                          녹십자랩셀,                                                                                            조이시티,                                                                                            HB솔루션,                                                                                          네패스아크,                                                                                          삼강엠앤티,                                                                                            메드팩토,                                                                                        카카오게임즈,                                                                                                심텍,                                                                                            모두투어,                                                                                            에이비온,                                                                                              비나텍,                                                                                        데브시스터즈,                                                                                          인선이엔티,                                                                                      제이시스메디칼,                                                                                  와이지엔터테인먼트,                                                                                        하나마이크론,                                                                                            서울옥션,                                                                                                웹젠,                                                                                          압타바이오,                                                                                            원티드랩,                                                                                                쿠콘,                                                                                          동성화인텍,                                                                                              피엔티,                                                                                            청담러닝,                                                                                        인텔리안테크,                                                                                            동화기업,                                                                                           와이지-원,                                                                                          엘비세미콘,                                                                                             서부T&D,                                                                                              노터스,                                                                                            티에스이,                                                                                            바이젠셀,                                                                                      나이스정보통신,                                                                                          대한광통신,                                                                                  이엔에프테크놀로지,                                                                                        하이록코리아,                                                                                        CJ프레시웨이,                                                                                        에스앤에스텍,                                                                                    에코프로에이치엔,                                                                                            티씨케이,                                                                                      솔브레인홀딩스,                                                                                              인탑스,                                                                                        도이치모터스,                                                                                                엠로,                                                                                            AP시스템,                                                                                          씨아이에스,                                                                                      마이크로디지탈,                                                                                브랜드엑스코퍼레이션,                                                                                              코프라,                                                                                            맘스터치,                                                                                            유진테크,                                                                                          클리노믹스,                                                                                      티앤알바이오팹,                                                                                          에스티아이,                                                                                          펌텍코리아,                                                                                          원익피앤이,                                                                                              아난티,                                                                                            성광벤드,                                                                                              인바디,                                                                                        디앤씨미디어,                                                                                      피엔에이치테크,                                                                                        티케이케미칼,                                                                                          나노신소재,                                                                                        휴온스글로벌,                                                                                              민앤지,                                                                                              뷰웍스,                                                                                        씨티씨바이오,                                                                                          원바이오젠,                                                                                        케이엔더블유,                                                                                          엔케이맥스,                                                                                               RFHIC,                                                                                          랩지노믹스,                                                                                    크리스탈지노믹스,                                                                                        이오테크닉스,                                                                                        신성델타테크,                                                                                        아이컴포넌트,                                                                                          바디텍메드,                                                                                          쎄트렉아이,                                                                                              오비고,                                                                                            올리패스,                                                                                              퓨쳐켐,                                                                                        초록뱀미디어,                                                                                    미래에셋벤처투자,                                                                                    이베스트투자증권,                                                                                              리메드,                                                                                            루트로닉,                                                                                      서울바이오시스
buy_pricevolume,              +15739,              +15190,              +11640,               +5778,               +5697,               +4833,               +4738,               +4614,               +4572,               +4242,               +3556,               +3372,               +3337,               +3266,               +2827,               +2809,               +2727,               +2712,               +2675,               +2438,               +2427,               +2378,               +2291,               +2108,               +2062,               +2040,               +1805,               +1672,               +1551,               +1481,               +1375,               +1329,               +1129,               +1024,                +957,                +938,                +909,                +895,                +879,                +872,                +776,                +737,                +695,                +663,                +609,                +567,                +499,                +471,                +430,                +420,                +410,                +396,                +384,                +381,                +373,                +369,                +330,                +315,                +309,                +296,                +287,                +283,                +277,                +265,                +264,                +252,                +249,                +236,                +231,                +201,                +184,                +177,                +175,                +170,                +165,                +164,                +160,                +154,                +142,                +142,                +141,                +137,                +118,                +102,                 +82,                 +74,                 +63,                 +62,                 +59,                 +55,                 +53,                 +49,                 +41,                 +39,                 +38,                 +35,                 +26,                 +24,                 +12,                 +11
