,                                                                                        카카오게임즈,                                                                                    셀트리온헬스케어,                                                                                          파마리서치,                                                                                                심텍,                                                                                              카페24,                                                                                            펄어비스,                                                                                            에스티팜,                                                                                        덕산네오룩스,                                                                                      이녹스첨단소재,                                                                                            JYP Ent.,                                                                                              테스나,                                                                                        셀트리온제약,                                                                                            알테오젠,                                                                                        레고켐바이오,                                                                                          에이치엘비,                                                                                      엔지켐생명과학,                                                                                      크리스에프앤씨,                                                                                            다원시스,                                                                                            메드팩토,                                                                                                쿠콘,                                                                                  와이지엔터테인먼트,                                                                                            바이젠셀,                                                                                            인터로조,                                                                                            오스코텍,                                                                                              KH바텍,                                                                                          삼강엠앤티,                                                                                              메지온,                                                                                        인텔리안테크,                                                                                        덕산테코피아,                                                                                      제이시스메디칼,                                                                                                레이,                                                                                        이오테크닉스,                                                                                          원익피앤이,                                                                                            티에스이,                                                                                        파인테크닉스,                                                                                            서울옥션,                                                                                          녹십자랩셀,                                                                                        대보마그네틱,                                                                                                 ISC,                                                                                          나노신소재,                                                                                              비나텍,                                                                                      더네이쳐홀딩스,                                                                                        CJ프레시웨이,                                                                                    미래에셋벤처투자,                                                                                          인텍플러스,                                                                                              티엘비,                                                                                                테스,                                                                                          진성티이씨,                                                                                                태광,                                                                                          현대바이오,                                                                                            성광벤드,                                                                                              이녹스,                                                                                              민앤지,                                                                                          레드캡투어,                                                                                        하이록코리아,                                                                                          인선이엔티,                                                                                              노터스,                                                                                        자이언트스텝,                                                                                              뉴트리,                                                                                  에이치엘비생명과학,                                                                                            청담러닝,                                                                                    골프존뉴딘홀딩스,                                                                                          헬릭스미스,                                                                                            HK이노엔,                                                                                          디지털대성,                                                                                      사람인에이치알,                                                                                              휴온스,                                                                                          랩지노믹스,                                                                                        제이씨케미칼,                                                                                    피에스케이홀딩스,                                                                                          엠케이전자,                                                                                          지어소프트,                                                                                            코나아이,                                                                                            원티드랩,                                                                                              덴티스,                                                                                              알체라,                                                                                            영풍정밀,                                                                                            동화기업,                                                                                              코미코,                                                                                            레이언스,                                                                                                 NEW,                                                                                              아난티,                                                                                            아이원스,                                                                                          인터플렉스,                                                                                                윈스,                                                                                          티에스아이,                                                                                        엘앤씨바이오,                                                                                          차바이오텍,                                                                                              예스24,                                                                                              나이벡,                                                                                        신흥에스이씨,                                                                                          대아티아이,                                                                                              코미팜,                                                                                            디엔에프,                                                                                      코스맥스엔비티,                                                                                          텔콘RF제약,                                                                                              비피도,                                                                                                 DMS,                                                                                        케이피엠테크,                                                                                             CMG제약
buy_pricevolume,              +27623,              +18046,              +12791,              +10975,              +10516,              +10400,               +8584,               +8388,               +7863,               +7787,               +7556,               +7406,               +7073,               +6993,               +6640,               +6101,               +6098,               +5954,               +5940,               +5887,               +5744,               +5610,               +5319,               +4707,               +4498,               +4498,               +3720,               +3549,               +3482,               +3293,               +3217,               +3215,               +2799,               +2493,               +2485,               +2420,               +2100,               +2036,               +1986,               +1973,               +1965,               +1908,               +1691,               +1658,               +1590,               +1503,               +1489,               +1468,               +1413,               +1368,               +1336,               +1305,               +1272,               +1268,               +1267,               +1190,               +1158,               +1144,               +1114,               +1074,               +1053,               +1046,               +1008,                +999,                +989,                +983,                +883,                +873,                +845,                +838,                +793,                +773,                +766,                +756,                +750,                +717,                +709,                +684,                +669,                +667,                +655,                +643,                +639,                +638,                +620,                +556,                +510,                +501,                +490,                +476,                +467,                +438,                +417,                +414,                +401,                +396,                +384,                +372,                +368,                +365
